FOLIO_INT,h0302,h0303,h0402,entidad1,desc_ent1,municipio1,desc_mun1,ponde_f,estrato
2022_26030134_02,2,31,38,26,26 SONORA,30,030 HERMOSILLO,"3179,56532061162",3
2022_26030136_01,1,41, ,26,26 SONORA,30,030 HERMOSILLO,"3337,70919365169",3
2022_26030136_02,2,34, ,26,26 SONORA,30,030 HERMOSILLO,"3179,56532061162",3
2022_26030136_03,1,12, ,26,26 SONORA,30,030 HERMOSILLO,"2928,51074764996",3
2022_26030136_04,2,10, ,26,26 SONORA,30,030 HERMOSILLO,"3029,02494453125",3
2022_26030136_05,2,3, ,26,26 SONORA,30,030 HERMOSILLO,"3310,15398018431",3
2022_26042001_01,1,56, ,26,26 SONORA,42,042 NAVOJOA,"2320,09379005272",3
2022_26042001_02,2,58, ,26,26 SONORA,42,042 NAVOJOA,"2181,90927369107",3
2022_26042001_03,2,15, ,26,26 SONORA,42,042 NAVOJOA,"2525,35211879464",3
2022_26042002_01,1,31, ,26,26 SONORA,42,042 NAVOJOA,"2782,70768265761",3
2022_26042002_02,2,31, ,26,26 SONORA,42,042 NAVOJOA,"2650,86031521444",3
2022_26042002_03,1,3, ,26,26 SONORA,42,042 NAVOJOA,"3098,31983292671",3
2022_26042003_01,1,65, ,26,26 SONORA,42,042 NAVOJOA,"2320,09379005272",3
2022_26042003_02,2,61, ,26,26 SONORA,42,042 NAVOJOA,"2181,90927369107",3
2022_26042003_03,1,22, ,26,26 SONORA,42,042 NAVOJOA,"2782,70768265761",3
2022_26042005_01,1,69, ,26,26 SONORA,42,042 NAVOJOA,"2320,09379005272",3
2022_26042005_02,2,68,30,26,26 SONORA,42,042 NAVOJOA,"2181,90927369107",3
2022_26042005_03,2,37,30,26,26 SONORA,42,042 NAVOJOA,"2650,86031521444",3
2022_26042005_04,1,35, ,26,26 SONORA,42,042 NAVOJOA,"2782,70768265761",3
2022_26042005_05,2,22, ,26,26 SONORA,42,042 NAVOJOA,"2650,86031521444",3
2022_26042005_06,2,16, ,26,26 SONORA,42,042 NAVOJOA,"2525,35211879464",3
2022_26042005_07,2,7, ,26,26 SONORA,42,042 NAVOJOA,"2364,91813498581",3
2022_26042005_08,1,0, ,26,26 SONORA,42,042 NAVOJOA,"3098,31983292671",3
2022_26042006_01,1,56, ,26,26 SONORA,42,042 NAVOJOA,"2320,09379005272",3
2022_26042006_02,2,54, ,26,26 SONORA,42,042 NAVOJOA,"2181,90927369107",3
2022_26042006_03,1,28, ,26,26 SONORA,42,042 NAVOJOA,"2782,70768265761",3
2022_26042006_04,1,22, ,26,26 SONORA,42,042 NAVOJOA,"2782,70768265761",3
2022_26042007_01,1,80, ,26,26 SONORA,42,042 NAVOJOA,"3143,35287684562",3
2022_26042007_02,2,76,52,26,26 SONORA,42,042 NAVOJOA,"2956,1351450008",3
2022_26042008_01,1,57, ,26,26 SONORA,42,042 NAVOJOA,"3143,35287684562",3
2022_26042009_01,1,55, ,26,26 SONORA,42,042 NAVOJOA,"3143,35287684562",3
2022_26042010_01,2,43, ,26,26 SONORA,42,042 NAVOJOA,"3591,48816900022",3
2022_26042010_02,1,16, ,26,26 SONORA,42,042 NAVOJOA,"3307,90867380313",3
2022_26042010_03,2,13, ,26,26 SONORA,42,042 NAVOJOA,"3421,44480610888",3
2022_26042011_01,1,38, ,26,26 SONORA,42,042 NAVOJOA,"3770,12008618128",3
2022_26042011_02,2,38, ,26,26 SONORA,42,042 NAVOJOA,"3591,48816900022",3
2022_26042011_03,1,13, ,26,26 SONORA,42,042 NAVOJOA,"3307,90867380313",3
2022_26042011_04,1,8, ,26,26 SONORA,42,042 NAVOJOA,"3317,46072375618",3
2022_26042011_05,2,5, ,26,26 SONORA,42,042 NAVOJOA,"3204,0826344969",3
2022_26042012_01,1,36, ,26,26 SONORA,42,042 NAVOJOA,"3770,12008618128",3
2022_26042013_01,2,70, ,26,26 SONORA,42,042 NAVOJOA,"2727,38659211383",3
2022_26042013_02,2,42, ,26,26 SONORA,42,042 NAVOJOA,"3313,57539401805",3
2022_26042013_03,1,38, ,26,26 SONORA,42,042 NAVOJOA,"3478,38460332201",3
2022_26042013_04,1,23, ,26,26 SONORA,42,042 NAVOJOA,"3478,38460332201",3
2022_26042013_05,1,17, ,26,26 SONORA,42,042 NAVOJOA,"3051,93955023503",3
2022_26042014_01,2,81, ,26,26 SONORA,42,042 NAVOJOA,"2727,38659211383",3
2022_26042014_02,1,59, ,26,26 SONORA,42,042 NAVOJOA,"2900,1172375659",3
2022_26042014_03,1,28,53,26,26 SONORA,42,042 NAVOJOA,"3478,38460332201",3
2022_26042014_04,2,25, ,26,26 SONORA,42,042 NAVOJOA,"3313,57539401805",3
2022_26042015_01,2,74, ,26,26 SONORA,42,042 NAVOJOA,"2727,38659211383",3
2022_26042015_02,1,45, ,26,26 SONORA,42,042 NAVOJOA,"2900,1172375659",3
2022_26042015_03,2,41, ,26,26 SONORA,42,042 NAVOJOA,"3313,57539401805",3
2022_26042015_04,1,9, ,26,26 SONORA,42,042 NAVOJOA,"3060,75245346551",3
2022_26042016_01,2,61, ,26,26 SONORA,42,042 NAVOJOA,"2727,38659211383",3
2022_26042016_02,1,40, ,26,26 SONORA,42,042 NAVOJOA,"3478,38460332201",3
2022_26042016_03,2,35, ,26,26 SONORA,42,042 NAVOJOA,"3313,57539401805",3
2022_26042016_04,2,14, ,26,26 SONORA,42,042 NAVOJOA,"3156,6901484933",3
2022_26042016_05,1,1, ,26,26 SONORA,42,042 NAVOJOA,"3872,89979115839",3
2022_26042017_01,2,59,46,26,26 SONORA,42,042 NAVOJOA,"2727,38659211383",3
2022_26042017_02,1,21, ,26,26 SONORA,42,042 NAVOJOA,"3478,38460332201",3
2022_26042020_01,1,67,16,26,26 SONORA,42,042 NAVOJOA,"3205,39273625704",3
2022_26042020_02,2,65, ,26,26 SONORA,42,042 NAVOJOA,"3014,4799175995",3
2022_26042020_03,2,44, ,26,26 SONORA,42,042 NAVOJOA,"3662,37280391469",3
2022_26042020_04,2,42, ,26,26 SONORA,42,042 NAVOJOA,"3662,37280391469",3
2022_26042020_05,1,32, ,26,26 SONORA,42,042 NAVOJOA,"3844,53035104012",3
2022_26042020_06,1,25, ,26,26 SONORA,42,042 NAVOJOA,"3844,53035104012",3
2022_26042020_07,1,9, ,26,26 SONORA,42,042 NAVOJOA,"3382,93692225136",3
2022_26042020_08,2,9, ,26,26 SONORA,42,042 NAVOJOA,"3267,32110754618",3
2022_26042020_09,1,2, ,26,26 SONORA,42,042 NAVOJOA,"4280,57345338558",3
2022_26042021_01,1,60, ,26,26 SONORA,42,042 NAVOJOA,"3205,39273625704",3
2022_26042021_02,2,56, ,26,26 SONORA,42,042 NAVOJOA,"3014,4799175995",3
2022_26042021_03,1,33, ,26,26 SONORA,42,042 NAVOJOA,"3844,53035104012",3
2022_26042023_01,1,59, ,26,26 SONORA,42,042 NAVOJOA,"3205,39273625704",3
2022_26042023_02,2,60, ,26,26 SONORA,42,042 NAVOJOA,"3014,4799175995",3
2022_26042024_01,1,83, ,26,26 SONORA,42,042 NAVOJOA,"3205,39273625704",3
2022_26042024_02,2,84, ,26,26 SONORA,42,042 NAVOJOA,"3014,4799175995",3
2022_26042026_01,2,64, ,26,26 SONORA,42,042 NAVOJOA,"7475,95635443181",3
2022_26042026_02,2,40, ,26,26 SONORA,42,042 NAVOJOA,"9082,74063325902",3
2022_26042026_03,1,25, ,26,26 SONORA,42,042 NAVOJOA,"9534,49413939102",3
2022_26042026_04,1,19, ,26,26 SONORA,42,042 NAVOJOA,"8365,57858716974",3
2022_26042026_05,2,12, ,26,26 SONORA,42,042 NAVOJOA,"8652,70726300317",3
2022_26042026_06,1,8, ,26,26 SONORA,42,042 NAVOJOA,"8389,73536791269",3
2022_26042027_01,2,38, ,26,26 SONORA,42,042 NAVOJOA,"9082,74063325902",3
2022_26042027_02,1,39, ,26,26 SONORA,42,042 NAVOJOA,"9534,49413939102",3
2022_26042027_03,2,16, ,26,26 SONORA,42,042 NAVOJOA,"8652,70726300317",3
2022_26042027_04,2,4, ,26,26 SONORA,42,042 NAVOJOA,"9455,77996566548",3
2022_26042028_01,1,30,56,26,26 SONORA,42,042 NAVOJOA,"9534,49413939102",3
2022_26042028_02,2,37,56,26,26 SONORA,42,042 NAVOJOA,"9082,74063325902",3
2022_26042028_03,2,16, ,26,26 SONORA,42,042 NAVOJOA,"8652,70726300317",3
2022_26042028_04,2,13, ,26,26 SONORA,42,042 NAVOJOA,"8652,70726300317",3
2022_26042028_05,1,5, ,26,26 SONORA,42,042 NAVOJOA,"8389,73536791269",3
2022_26042028_06,1,3, ,26,26 SONORA,42,042 NAVOJOA,"10615,8877100543",3
2022_26043002_01,1,22,1,26,26 SONORA,43,043 NOGALES,"4253,53788662437",3
2022_26043002_02,2,21, ,26,26 SONORA,43,043 NOGALES,"4052,00116892804",3
2022_26043003_01,1,45, ,26,26 SONORA,43,043 NOGALES,"3546,40442401273",3
2022_26043003_02,2,50, ,26,26 SONORA,43,043 NOGALES,"3335,18098888433",3
2022_26043003_03,1,20, ,26,26 SONORA,43,043 NOGALES,"4253,53788662437",3
2022_26043003_04,2,13, ,26,26 SONORA,43,043 NOGALES,"3860,15425957403",3
2022_26043004_01,2,52, ,26,26 SONORA,43,043 NOGALES,"3335,18098888433",3
2022_26043004_02,1,45, ,26,26 SONORA,43,043 NOGALES,"3546,40442401273",3
2022_26043004_03,2,21, ,26,26 SONORA,43,043 NOGALES,"4052,00116892804",3
2022_26043004_04,1,15, ,26,26 SONORA,43,043 NOGALES,"3732,06013280248",3
2022_26043007_01,1,34, ,26,26 SONORA,43,043 NOGALES,"4368,15975301154",3
2022_26043007_02,2,31, ,26,26 SONORA,43,043 NOGALES,"4161,19214100001",3
2022_26043007_03,1,11, ,26,26 SONORA,43,043 NOGALES,"3832,62951981467",3
2022_26043007_04,2,9, ,26,26 SONORA,43,043 NOGALES,"3712,33395472792",3
2022_26043007_05,1,7, ,26,26 SONORA,43,043 NOGALES,"3843,69677475877",3
2022_26043007_06,1,5, ,26,26 SONORA,43,043 NOGALES,"3843,69677475877",3
2022_26043008_01,2,48, ,26,26 SONORA,43,043 NOGALES,"3425,05550743206",3
2022_26043008_02,1,65, ,26,26 SONORA,43,043 NOGALES,"3641,97086890612",3
2022_26043009_01,2,50, ,26,26 SONORA,43,043 NOGALES,"3425,05550743206",3
2022_26043009_02,2,21, ,26,26 SONORA,43,043 NOGALES,"4161,19214100001",3
2022_26043010_01,1,56, ,26,26 SONORA,43,043 NOGALES,"3641,97086890612",3
2022_26043010_02,2,58, ,26,26 SONORA,43,043 NOGALES,"3425,05550743206",3
2022_26043011_01,1,52, ,26,26 SONORA,43,043 NOGALES,"3641,97086890612",3
2022_26043011_02,2,40, ,26,26 SONORA,43,043 NOGALES,"4161,19214100001",3
2022_26043011_03,1,20, ,26,26 SONORA,43,043 NOGALES,"4368,15975301154",3
2022_26043011_04,1,9, ,26,26 SONORA,43,043 NOGALES,"3843,69677475877",3
2022_26043012_01,1,82,27,26,26 SONORA,43,043 NOGALES,"3641,97086890612",3
2022_26043012_02,2,76,16,26,26 SONORA,43,043 NOGALES,"3425,05550743206",3
2022_26043017_01,1,32, ,26,26 SONORA,43,043 NOGALES,"4489,49752392852",3
2022_26043017_02,2,31, ,26,26 SONORA,43,043 NOGALES,"4276,78081158335",3
2022_26043017_03,2,8, ,26,26 SONORA,43,043 NOGALES,"3815,45434235926",3
2022_26043018_01,2,45, ,26,26 SONORA,43,043 NOGALES,"3520,19593819406",3
2022_26043018_02,1,22, ,26,26 SONORA,43,043 NOGALES,"4489,49752392852",3
2022_26043019_01,1,62,16,26,26 SONORA,43,043 NOGALES,"3743,13672637574",3
2022_26043019_02,2,63, ,26,26 SONORA,43,043 NOGALES,"3520,19593819406",3
2022_26043019_03,2,36, ,26,26 SONORA,43,043 NOGALES,"4276,78081158335",3
2022_26043020_01,2,38,32,26,26 SONORA,43,043 NOGALES,"2999,94480116861",3
2022_26043020_02,2,17, ,26,26 SONORA,43,043 NOGALES,"2857,90877641369",3
2022_26043020_03,1,12, ,26,26 SONORA,43,043 NOGALES,"2763,07284383418",3
2022_26043020_04,1,11, ,26,26 SONORA,43,043 NOGALES,"2763,07284383418",3
2022_26043021_01,1,49,1,26,26 SONORA,43,043 NOGALES,"2625,62054429834",3
2022_26043021_02,2,42,1,26,26 SONORA,43,043 NOGALES,"2999,94480116861",3
2022_26043021_03,1,8,1,26,26 SONORA,43,043 NOGALES,"2771,05160396055",3
2022_26043021_04,2,4, ,26,26 SONORA,43,043 NOGALES,"3123,15622501862",3
2022_26043022_01,1,54, ,26,26 SONORA,43,043 NOGALES,"2625,62054429834",3
2022_26043022_02,2,45,57,26,26 SONORA,43,043 NOGALES,"2469,2388899796",3
2022_26043022_03,1,23, ,26,26 SONORA,43,043 NOGALES,"3149,15478490059",3
2022_26043022_04,1,21, ,26,26 SONORA,43,043 NOGALES,"3149,15478490059",3
2022_26043022_05,2,21, ,26,26 SONORA,43,043 NOGALES,"2999,94480116861",3
2022_26043022_06,2,16, ,26,26 SONORA,43,043 NOGALES,"2857,90877641369",3
2022_26043023_01,1,50, ,26,26 SONORA,43,043 NOGALES,"2625,62054429834",3
2022_26043023_02,2,52, ,26,26 SONORA,43,043 NOGALES,"2469,2388899796",3
2022_26043024_01,1,57, ,26,26 SONORA,43,043 NOGALES,"2625,62054429834",3
2022_26043024_02,2,57, ,26,26 SONORA,43,043 NOGALES,"2469,2388899796",3
2022_26043024_03,2,23, ,26,26 SONORA,43,043 NOGALES,"2999,94480116861",3
2022_26043024_04,1,23, ,26,26 SONORA,43,043 NOGALES,"3149,15478490059",3
2022_26043024_05,1,4, ,26,26 SONORA,43,043 NOGALES,"3506,32902903229",3
2022_26043025_01,1,53,17,26,26 SONORA,43,043 NOGALES,"2625,62054429834",3
2022_26043025_02,2,50, ,26,26 SONORA,43,043 NOGALES,"2469,2388899796",3
2022_26043025_03,1,10, ,26,26 SONORA,43,043 NOGALES,"2763,07284383418",3
2022_26043025_04,2,9, ,26,26 SONORA,43,043 NOGALES,"2676,34768362591",3
2022_26047001_01,2,31, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047001_02,1,1, ,26,26 SONORA,47,047 PITIQUITO,"3121,27840527402",1
2022_26047002_01,1,34, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047002_02,2,27, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047002_03,1,11, ,26,26 SONORA,47,047 PITIQUITO,"2439,37077758864",1
2022_26047002_04,1,6, ,26,26 SONORA,47,047 PITIQUITO,"2805,47795198412",1
2022_26047003_01,2,49, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047003_02,1,52, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047003_03,2,12, ,26,26 SONORA,47,047 PITIQUITO,"1849,33893439886",1
2022_26047004_01,1,81, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047004_02,2,35, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047004_03,2,7, ,26,26 SONORA,47,047 PITIQUITO,"1630,81864800916",1
2022_26047005_01,1,59, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047005_02,2,50, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047005_03,1,27, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047005_04,1,22, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047005_05,2,21, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047005_06,2,0, ,26,26 SONORA,47,047 PITIQUITO,"2390,49000416483",1
2022_26047006_01,1,59, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047006_02,2,53, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047006_03,1,34, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047006_04,2,33, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047006_05,2,29, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047006_06,1,23, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047006_07,2,26, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047006_08,1,27, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047006_09,1,12, ,26,26 SONORA,47,047 PITIQUITO,"2439,37077758864",1
2022_26047006_10,2,10, ,26,26 SONORA,47,047 PITIQUITO,"1849,33893439886",1
2022_26047006_11,2,6, ,26,26 SONORA,47,047 PITIQUITO,"1630,81864800916",1
2022_26047006_12,1,0, ,26,26 SONORA,47,047 PITIQUITO,"3121,27840527402",1
2022_26047007_01,1,66, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047007_02,2,59, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047007_03,1,27, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047008_01,1,37, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047008_02,1,7, ,26,26 SONORA,47,047 PITIQUITO,"2805,47795198412",1
2022_26047009_01,1,38, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047010_01,1,56, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047010_02,2,55, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047010_03,1,16, ,26,26 SONORA,47,047 PITIQUITO,"2439,37077758864",1
2022_26047011_01,1,51, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047011_02,2,52, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047012_01,2,45, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047012_02,2,14, ,26,26 SONORA,47,047 PITIQUITO,"1849,33893439886",1
2022_26047012_03,2,14, ,26,26 SONORA,47,047 PITIQUITO,"1849,33893439886",1
2022_26047013_01,2,67,17,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047013_02,1,64,55,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047014_01,1,57,17,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047014_02,2,52,17,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047014_03,1,33, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047014_04,2,32, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047014_05,2,15, ,26,26 SONORA,47,047 PITIQUITO,"1849,33893439886",1
2022_26047014_06,1,15, ,26,26 SONORA,47,047 PITIQUITO,"2439,37077758864",1
2022_26047014_07,1,6,30,26,26 SONORA,47,047 PITIQUITO,"2805,47795198412",1
2022_26047015_01,1,56, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047015_02,2,54, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047015_03,1,21, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047016_01,1,32, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047016_02,2,29, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047016_03,2,10, ,26,26 SONORA,47,047 PITIQUITO,"1849,33893439886",1
2022_26047016_04,1,4, ,26,26 SONORA,47,047 PITIQUITO,"3121,27840527402",1
2022_26047017_01,1,25, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047017_02,2,20, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047018_01,1,49, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047018_02,2,43, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047019_01,1,55, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047020_01,2,40, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047020_02,1,11, ,26,26 SONORA,47,047 PITIQUITO,"2439,37077758864",1
2022_26047020_03,1,9, ,26,26 SONORA,47,047 PITIQUITO,"2805,47795198412",1
2022_26047020_04,2,7, ,26,26 SONORA,47,047 PITIQUITO,"1630,81864800916",1
2022_26047020_05,2,5, ,26,26 SONORA,47,047 PITIQUITO,"1630,81864800916",1
2022_26047021_01,1,67,16,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047021_02,2,57,16,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047021_03,1,25, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047021_04,2,23, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047021_05,2,21, ,26,26 SONORA,47,047 PITIQUITO,"2140,63181585409",1
2022_26047021_06,2,8, ,26,26 SONORA,47,047 PITIQUITO,"1630,81864800916",1
2022_26047021_07,2,4, ,26,26 SONORA,47,047 PITIQUITO,"2390,49000416483",1
2022_26047021_08,2,3,55,26,26 SONORA,47,047 PITIQUITO,"2390,49000416483",1
2022_26047021_09,2,1, ,26,26 SONORA,47,047 PITIQUITO,"2390,49000416483",1
2022_26047021_10,2,1, ,26,26 SONORA,47,047 PITIQUITO,"2390,49000416483",1
2022_26047022_01,1,71, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047022_02,1,48, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047023_01,1,85,17,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047023_02,2,85,16,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047025_01,1,42, ,26,26 SONORA,47,047 PITIQUITO,"2839,93498124613",1
2022_26047025_02,1,14,1,26,26 SONORA,47,047 PITIQUITO,"2439,37077758864",1
2022_26047026_01,1,64, ,26,26 SONORA,47,047 PITIQUITO,"1616,34235139319",1
2022_26047026_02,2,60, ,26,26 SONORA,47,047 PITIQUITO,"1402,05555244614",1
2022_26047027_01,2,27, ,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
2022_26047027_02,2,54,17,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047027_03,2,15, ,26,26 SONORA,47,047 PITIQUITO,"1798,30793604383",1
2022_26047027_04,2,10, ,26,26 SONORA,47,047 PITIQUITO,"1798,30793604383",1
2022_26047027_05,2,1,28,26,26 SONORA,47,047 PITIQUITO,"2324,52638375909",1
2022_26047028_01,1,27,55,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047028_02,2,38,54,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
2022_26047028_03,2,2,56,26,26 SONORA,47,047 PITIQUITO,"2324,52638375909",1
2022_26047029_01,2,56, ,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047029_02,1,59, ,26,26 SONORA,47,047 PITIQUITO,"1571,74070356063",1
2022_26047029_03,1,38, ,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047030_01,2,26, ,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
2022_26047030_02,1,29, ,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047030_03,2,8, ,26,26 SONORA,47,047 PITIQUITO,"1585,81753858789",1
2022_26047030_04,1,7, ,26,26 SONORA,47,047 PITIQUITO,"2728,06307789599",1
2022_26047030_05,1,2,53,26,26 SONORA,47,047 PITIQUITO,"3035,14927545235",1
2022_26047031_01,1,25, ,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047031_02,2,27, ,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
2022_26047031_03,1,12, ,26,26 SONORA,47,047 PITIQUITO,"2372,05833213965",1
2022_26047031_04,2,7, ,26,26 SONORA,47,047 PITIQUITO,"1585,81753858789",1
2022_26047032_01,1,43, ,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047032_02,2,32, ,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
2022_26047032_03,2,10, ,26,26 SONORA,47,047 PITIQUITO,"1798,30793604383",1
2022_26047032_04,1,8, ,26,26 SONORA,47,047 PITIQUITO,"2728,06307789599",1
2022_26047032_05,2,3, ,26,26 SONORA,47,047 PITIQUITO,"2324,52638375909",1
2022_26047033_01,1,79,44,26,26 SONORA,47,047 PITIQUITO,"1571,74070356063",1
2022_26047034_01,2,81,17,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047034_02,1,56, ,26,26 SONORA,47,047 PITIQUITO,"1571,74070356063",1
2022_26047035_01,1,42, ,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047035_02,2,37, ,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
2022_26047035_03,1,18, ,26,26 SONORA,47,047 PITIQUITO,"2372,05833213965",1
2022_26047035_04,1,17, ,26,26 SONORA,47,047 PITIQUITO,"2372,05833213965",1
2022_26047035_05,1,15, ,26,26 SONORA,47,047 PITIQUITO,"2372,05833213965",1
2022_26047035_06,2,9, ,26,26 SONORA,47,047 PITIQUITO,"1585,81753858789",1
2022_26047036_01,1,80,17,26,26 SONORA,47,047 PITIQUITO,"1571,74070356063",1
2022_26047036_02,2,70,17,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047037_01,2,60, ,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047037_02,1,63, ,26,26 SONORA,47,047 PITIQUITO,"1571,74070356063",1
2022_26047038_01,2,86, ,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047038_02,2,63, ,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047038_03,2,58, ,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047038_04,2,34, ,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
2022_26047038_05,2,6, ,26,26 SONORA,47,047 PITIQUITO,"1585,81753858789",1
2022_26047038_06,2,5, ,26,26 SONORA,47,047 PITIQUITO,"1585,81753858789",1
2022_26047039_01,1,70, ,26,26 SONORA,47,047 PITIQUITO,"1571,74070356063",1
2022_26047039_02,2,67, ,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047039_03,2,31, ,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
2022_26047039_04,2,11, ,26,26 SONORA,47,047 PITIQUITO,"1798,30793604383",1
2022_26047039_05,1,8, ,26,26 SONORA,47,047 PITIQUITO,"2728,06307789599",1
2022_26047040_01,1,49, ,26,26 SONORA,47,047 PITIQUITO,"1571,74070356063",1
2022_26047040_02,2,63, ,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047040_03,1,29, ,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047040_04,2,9, ,26,26 SONORA,47,047 PITIQUITO,"1585,81753858789",1
2022_26047041_01,1,64,17,26,26 SONORA,47,047 PITIQUITO,"1571,74070356063",1
2022_26047041_02,2,56,16,26,26 SONORA,47,047 PITIQUITO,"1363,36697391698",1
2022_26047041_03,1,37, ,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047042_01,1,40,58,26,26 SONORA,47,047 PITIQUITO,"2761,56929356138",1
2022_26047042_02,2,40, ,26,26 SONORA,47,047 PITIQUITO,"2081,56282820577",1
