FOLIO_INT,h0302,h0303,h0402,entidad1,desc_ent1,municipio1,desc_mun1,ponde_f,estrato
2022_01001084_04,2,11, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1417,36436032664",3
2022_01001084_05,2,6, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1482,40904588242",3
2022_01001085_01,1,30,54,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1480,65939931991",3
2022_01001085_02,2,28,52,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1423,06999393851",3
2022_01001086_01,2,66, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1554,44695357948",3
2022_01001086_02,1,43, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2152,83915809849",3
2022_01001087_01,1,61, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1673,37914948658",3
2022_01001088_01,1,45, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1673,37914948658",3
2022_01001089_01,1,34, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2152,83915809849",3
2022_01001089_02,2,27, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2069,10570322452",3
2022_01001089_03,1,10, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1691,40458224773",3
2022_01001089_04,1,8, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2977,41322644532",3
2022_01001089_05,2,3, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2663,70143807154",3
2022_01001090_01,1,63, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1673,37914948658",3
2022_01001090_02,2,65, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1554,44695357948",3
2022_01001090_03,2,35, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2069,10570322452",3
2022_01001090_04,1,15, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1691,40458224773",3
2022_01001091_01,1,42, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2152,83915809849",3
2022_01001092_01,2,70, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1554,44695357948",3
2022_01001092_02,1,38, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2152,83915809849",3
2022_01001092_03,1,30, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2152,83915809849",3
2022_01001093_01,1,62,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1188,02675547965",3
2022_01001093_02,2,23, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1468,97547761395",3
2022_01001093_03,1,29, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1528,42260574958",3
2022_01001093_04,2,18, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1463,08579130492",3
2022_01001093_05,2,22, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1468,97547761395",3
2022_01001093_06,1,20, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1528,42260574958",3
2022_01001093_07,1,5,30,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2113,83449842872",3
2022_01001093_08,1,2,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1671,46254048936",3
2022_01001093_09,1,3, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1671,46254048936",3
2022_01001095_01,1,65,17,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1188,02675547965",3
2022_01001095_02,2,60,17,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1103,59004496552",3
2022_01001095_03,2,28,53,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1468,97547761395",3
2022_01001095_04,1,24,54,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1528,42260574958",3
2022_01001095_05,1,4,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1671,46254048936",3
2022_01001096_01,2,26,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1468,97547761395",3
2022_01001096_02,2,28, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1468,97547761395",3
2022_01001100_01,1,84, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1488,70019359487",3
2022_01001100_02,2,80,52,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1382,89369832098",3
2022_01001100_03,2,43, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1840,75322194834",3
2022_01001100_04,2,17,47,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1833,37293601789",3
2022_01001100_05,2,15, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1833,37293601789",3
2022_01001104_01,2,45, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1382,89369832098",3
2022_01001104_02,2,17, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1833,37293601789",3
2022_01001104_03,2,13, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1833,37293601789",3
2022_01001105_01,1,66,38,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1488,70019359487",3
2022_01001105_02,2,67, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1382,89369832098",3
2022_01001105_03,2,31, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1840,75322194834",3
2022_01001105_04,1,27,53,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1915,24561090842",3
2022_01001106_01,1,65,16,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1488,70019359487",3
2022_01001106_02,2,64,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1382,89369832098",3
2022_01001106_03,1,42,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1915,24561090842",3
2022_01001108_01,1,66, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2979,02636649308",3
2022_01001108_02,2,72,16,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2767,29781260206",3
2022_01001109_01,1,62, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2979,02636649308",3
2022_01001109_02,2,55,30,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2767,29781260206",3
2022_01001109_03,1,27, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"3832,58308002817",3
2022_01001112_01,1,82,54,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2979,02636649308",3
2022_01001112_02,1,29,38,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"3832,58308002817",3
2022_01001115_01,2,56, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2070,92188278608",3
2022_01001115_02,1,24, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2868,13371942897",3
2022_01001115_03,2,19, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2745,52710531331",3
2022_01001116_01,1,63, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2229,37006045124",3
2022_01001116_02,2,59, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2070,92188278608",3
2022_01001117_01,1,60, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2229,37006045124",3
2022_01001117_02,2,61, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2070,92188278608",3
2022_01001118_01,1,79,16,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2229,37006045124",3
2022_01001118_02,2,77,16,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2070,92188278608",3
2022_01001118_03,2,99,52,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2070,92188278608",3
2022_01001120_01,1,65, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2481,38580641529",3
2022_01001120_02,2,61,2,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2305,02609562277",3
2022_01001120_03,2,34, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"3068,19260030193",3
2022_01001121_01,1,72,16,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2481,38580641529",3
2022_01001121_02,2,69,17,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2305,02609562277",3
2022_01001124_01,1,68,30,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2481,38580641529",3
2022_01001124_02,2,60,54,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2305,02609562277",3
2022_01001125_01,2,56, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2034,58991993019",3
2022_01001125_02,1,37, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2817,8155840004",3
2022_01001125_03,1,33, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2817,8155840004",3
2022_01001128_01,2,59, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2034,58991993019",3
2022_01001128_02,1,24, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2817,8155840004",3
2022_01001129_01,2,47,50,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2034,58991993019",3
2022_01001129_02,2,23, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2708,21824917002",3
2022_01001129_03,1,21, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2817,8155840004",3
2022_01001129_04,1,21, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2817,8155840004",3
2022_01001129_05,1,16, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2213,85149595522",3
2022_01001136_01,1,67, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2737,45905097268",3
2022_01001136_02,2,60, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2542,89942816524",3
2022_01001136_03,1,26, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"3521,80140432209",3
2022_01001137_01,1,92, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2737,45905097268",3
2022_01001137_02,1,62, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2737,45905097268",3
2022_01001137_03,2,24, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"3384,82294132147",3
2022_01001140_01,2,61, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1454,22240985628",3
2022_01001140_02,1,59, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1565,4863318211",3
2022_01001140_03,1,32, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2014,0326701492",3
2022_01001144_01,1,60, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1565,4863318211",3
2022_01001144_02,2,55, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1454,22240985628",3
2022_01001144_03,2,30, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1935,69801469375",3
2022_01001146_01,2,28, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1935,69801469375",3
2022_01001147_01,2,25, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1598,81598781359",3
2022_01001147_02,1,26,30,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1663,5175572688",3
2022_01001148_01,1,46, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1293,03463506172",3
2022_01001148_02,1,58, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1293,03463506172",3
2022_01001149_01,1,35, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1663,5175572688",3
2022_01001149_02,2,34, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1598,81598781359",3
2022_01001149_03,1,15,30,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1306,96304386214",3
2022_01001149_04,2,13, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1592,40572108172",3
2022_01001150_01,1,38, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1663,5175572688",3
2022_01001150_02,2,32, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1598,81598781359",3
2022_01001150_03,2,12, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1592,40572108172",3
2022_01001150_04,2,3, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2058,2652879038",3
2022_01001151_01,2,52, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1201,13469201593",3
2022_01001151_02,1,26, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1663,5175572688",3
2022_01001151_03,2,23, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1598,81598781359",3
2022_01001151_04,1,12, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1306,96304386214",3
2022_01001152_01,1,57, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1293,03463506172",3
2022_01001152_02,2,52, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1201,13469201593",3
2022_01001152_03,2,23, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1598,81598781359",3
2022_01001152_04,2,22, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1598,81598781359",3
2022_01001152_05,2,17, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1592,40572108172",3
2022_01001152_06,1,15, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1306,96304386214",3
2022_01001153_01,1,37, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2037,37606524042",3
2022_01001153_02,2,36, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1958,13348170678",3
2022_01001153_03,2,19, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1950,28257327828",3
2022_01001153_04,1,10, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1600,6895821949",3
2022_01001153_05,2,7, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2039,78356559516",3
2022_01001154_01,1,44, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2037,37606524042",3
2022_01001154_02,2,45, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1471,07739377334",3
2022_01001154_03,2,23, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1958,13348170678",3
2022_01001154_04,2,18, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1950,28257327828",3
2022_01001154_05,2,3,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2520,83929933105",3
2022_01001154_06,1,1,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2228,04724369335",3
2022_01001155_01,2,49,47,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1471,07739377334",3
2022_01001156_01,2,39, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1958,13348170678",3
2022_01001156_02,1,37, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2037,37606524042",3
2022_01001156_03,1,14, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1600,6895821949",3
2022_01001156_04,1,11, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1600,6895821949",3
2022_01001157_01,2,50, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1471,07739377334",3
2022_01001157_02,1,48, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1583,630906383",3
2022_01001157_03,1,19, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1600,6895821949",3
2022_01001157_04,1,15, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1600,6895821949",3
2022_01001158_01,1,18, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1600,6895821949",3
2022_01001158_02,1,18, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1600,6895821949",3
2022_01001160_01,1,50, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1436,70515006858",3
2022_01001160_02,2,46, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1334,59410223992",3
2022_01001160_03,2,25, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1776,46220868176",3
2022_01001160_04,2,13, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1769,3396900908",3
2022_01001162_01,1,42, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1848,35284140978",3
2022_01001162_02,2,40, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1776,46220868176",3
2022_01001162_03,1,19,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1452,18115984682",3
2022_01001162_04,1,15,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1452,18115984682",3
2022_01001162_05,2,12,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1769,3396900908",3
2022_01001164_01,1,53, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1436,70515006858",3
2022_01001164_02,2,52,27,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1334,59410223992",3
2022_01001165_01,1,27, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1862,34319032382",3
2022_01001165_02,2,27,30,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1789,90841093019",3
2022_01001166_01,2,50, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1344,69576504512",3
2022_01001166_02,2,25, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1789,90841093019",3
2022_01001166_03,2,18, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1782,73198135535",3
2022_01001167_01,1,43, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1862,34319032382",3
2022_01001167_02,2,43, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1789,90841093019",3
2022_01001167_03,1,5, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2575,65235479465",3
2022_01001167_04,1,3, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2036,6336302878",3
2022_01001169_01,1,36,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1862,34319032382",3
2022_01001169_02,2,31,2,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1789,90841093019",3
2022_01001170_01,1,30, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1862,34319032382",3
2022_01001170_02,2,27, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1789,90841093019",3
2022_01001170_03,2,4, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2304,27164778528",3
2022_01001170_04,2,0, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2304,27164778528",3
2022_01001171_01,2,45, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4163,083990011",3
2022_01001171_02,1,19,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4529,88075326222",3
2022_01001173_01,1,67,16,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4481,60545485582",3
2022_01001173_02,2,66, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4163,083990011",3
2022_01001184_01,2,57, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4460,44713215464",3
2022_01001184_02,2,25, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5937,2477001035",3
2022_01001184_03,2,23, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5937,2477001035",3
2022_01001184_04,2,21, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5937,2477001035",3
2022_01001186_01,1,45, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4801,72013020266",3
2022_01001186_02,2,45, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4460,44713215464",3
2022_01001186_03,2,16, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5913,44299605943",3
2022_01001186_04,2,13, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5913,44299605943",3
2022_01001188_01,1,76,17,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4801,72013020266",3
2022_01001188_02,2,66,17,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4460,44713215464",3
2022_01001188_03,2,21, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5937,2477001035",3
2022_01001190_01,1,48, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4301,37282251768",3
2022_01001190_02,2,43, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5318,57651118515",3
2022_01001190_03,1,24, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5533,8109410159",3
2022_01001192_01,2,63,38,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"3995,66104443433",3
2022_01001194_01,2,43, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5318,57651118515",3
2022_01001194_02,1,48, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4301,37282251768",3
2022_01001194_03,1,19,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4347,70667735072",3
2022_01001194_04,1,17, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4347,70667735072",3
2022_01001194_05,2,10, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5297,25229731038",3
2022_01001198_01,2,64, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4101,43553371293",3
2022_01001198_02,1,62, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4415,24021728392",3
2022_01001201_01,1,54, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4415,24021728392",3
2022_01001201_02,2,51, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"4101,43553371293",3
2022_01001201_03,1,27,59,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5680,30385408861",3
2022_01001201_04,1,23, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5680,30385408861",3
2022_01001201_05,2,17, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"5437,48295003514",3
2022_01001203_01,1,38, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1497,58031037783",3
2022_01001203_02,2,39, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1439,33277578267",3
2022_01001203_03,2,13,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1433,56193843865",3
2022_01001203_04,2,10, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1433,56193843865",3
2022_01001203_05,2,9, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1499,34995182498",3
2022_01001204_01,1,28, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1497,58031037783",3
2022_01001204_02,2,27,56,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1439,33277578267",3
2022_01001204_03,1,8,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"2071,17907857149",3
2022_01001204_04,2,5,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1499,34995182498",3
2022_01001204_05,2,1, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1852,95162965377",3
2022_01001205_01,2,60, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1081,32051688597",3
2022_01001206_01,2,53,38,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1081,32051688597",3
2022_01001206_02,1,32, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1497,58031037783",3
2022_01001207_01,1,63,17,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1164,05336489762",3
2022_01001207_02,2,61,17,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1081,32051688597",3
2022_01001207_03,1,14, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1176,59240344473",3
2022_01001208_01,1,54, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"920,294186445231",3
2022_01001208_02,2,54,58,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"854,886051948007",3
2022_01001208_03,2,24, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1137,92857428781",3
2022_01001208_04,1,22, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1183,97875469978",3
2022_01001208_05,1,7, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1637,46278527701",3
2022_01001208_06,2,2, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1464,93336470409",3
2022_01001209_01,1,40, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1183,97875469978",3
2022_01001209_02,2,37,30,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1137,92857428781",3
2022_01001209_03,2,18, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1133,36618203091",3
2022_01001209_04,2,14, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1133,36618203091",3
2022_01001210_01,1,72,17,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"920,294186445231",3
2022_01001210_02,2,72,58,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"854,886051948007",3
2022_01001210_03,2,39, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1137,92857428781",3
2022_01001210_04,2,34, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1137,92857428781",3
2022_01001210_05,2,18,1,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1133,36618203091",3
2022_01001210_06,1,16, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"930,207481339182",3
2022_01001210_07,2,14, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1133,36618203091",3
2022_01001210_08,1,14, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"930,207481339182",3
2022_01001212_01,1,65, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"920,294186445231",3
2022_01001212_02,2,59, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"854,886051948007",3
2022_01001212_03,1,30, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1183,97875469978",3
2022_01001212_04,1,19,38,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"930,207481339182",3
2022_01001212_05,2,15, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1133,36618203091",3
2022_01001213_01,1,75,58,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"920,294186445231",3
2022_01001216_01,2,58, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"743,251447226273",3
2022_01001216_02,1,61,15,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"800,11831330118",3
2022_01001216_03,1,38, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1029,36984515135",3
2022_01001216_04,1,19, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"808,737088586986",3
2022_01001217_01,2,62, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"743,251447226273",3
2022_01001217_02,1,36, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"1029,36984515135",3
2022_01001218_01,2,34,30,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"989,333090360188",3
2022_01001218_02,1,45, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"800,11831330118",3
2022_01001218_03,2,14, ,1,01 AGUASCALIENTES,1,001 AGUASCALIENTES,"985,366474411754",3
